Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,n_cols,attrition_yes,attrition_no,total,attrition_rate,attrition_lift
,,,,Bachelor,,High,,,,,,,,,,Low,,,,,,,,,,,3,8,41,49,0.1633,1.0127
,,,Near,,Life Sciences,,,,,Sales Executive,,,,,,,,,,,,,,,,,3,8,41,49,0.1633,1.0127
,,,Medium,,,,,,,,,,,,,,,,,,,Very High,,,,,2,8,41,49,0.1633,1.0127
,,,,Bachelor,,,,,,,,,,,,,Excellent,Medium,,,,,,,,,3,16,82,98,0.1633,1.0127
,,,,,,,,,,,,,,,,Low,,,,,,Medium,,,,New,3,8,41,49,0.1633,1.0127
Mid,,,,,Marketing,,Male,,,,,,,,,,,,,,,,,,,,3,8,41,49,0.1633,1.0127
Senior,,,,,,,,,,,,,High,,Yes,,,,,,,,,,,,3,8,41,49,0.1633,1.0127
,,,Near,,,,,,,,Low,Married,,,,,,,,,,,,,,,3,8,41,49,0.1633,1.0127
,,,,,,,,,,Research Scientist,,,,,,,,,,,Medium,,Senior,,,,3,8,41,49,0.1633,1.0127
,,,,,,,,,,,,,,,,Low,,Very High,,,,,,New,,,3,8,41,49,0.1633,1.0127
,,,,Bachelor,,,,,,,Low,,Medium,,,,,,,,,,,,,,3,8,41,49,0.1633,1.0127
,,,Far,,,,Male,,,,,,,Some,,,,,,,,,,,,,3,8,41,49,0.1633,1.0127
,Travel_Frequently,,,,,,,,Junior,,,,,,,,,,,,,,Mid,,,,3,8,41,49,0.1633,1.0127
,,,,,,,,High,,,,Divorced,Low,,,,,,,,,,,,,,3,8,41,49,0.1633,1.0127
,,,,,,Very High,,,,,Medium,,,Few,,,,,,,,,,,,,3,8,41,49,0.1633,1.0127
,,,,BelowCollege,,,,,,,,,,,,,Excellent,,Low,,,,,,,,3,8,41,49,0.1633,1.0127
Mid,,,,,,,,,,Laboratory Technician,,,,,,,,,,,,,,,,Mid,3,8,41,49,0.1633,1.0127
,,,,College,Medical,,,,,,,,,,,,,,,,,,,New,,,3,8,41,49,0.1633,1.0127
,,,,,,,,,,,Low,,,,,Low,,,,,,High,,,,,3,8,41,49,0.1633,1.0127
,,,,,,High,,,,,,,,,,,,Low,,,,,,,Recent,,3,8,41,49,0.1633,1.0127
,,,,,,,,,,,,Single,High,,,Medium,,,,,,,,,,,3,8,41,49,0.1633,1.0127
,,Sales,Medium,Master,,,,,,,,,,,,,,,,,,,,,,,3,8,41,49,0.1633,1.0127
,,,,,,Very High,,,,,,,,,,,,Medium,,,,,,New,,,3,8,41,49,0.1633,1.0127
,,,,,Life Sciences,,,,,,Medium,,,,,,,,,Mid,,,,,,,3,8,41,49,0.1633,1.0127
,,,,,Medical,,,,,Research Scientist,,,,,,,,,,Mid,,,,,,,3,8,41,49,0.1633,1.0127
,,,,,,,,High,,,Medium,,,,,Low,,,,,,,,,,,3,8,41,49,0.1633,1.0127
,,,,,Marketing,,,,,,,,High,,,,,,,,Medium,,,,,,3,8,41,49,0.1633,1.0127
,,,,,Technical Degree,,,,,,,,,,,,,,,,Medium,High,,,,,3,8,41,49,0.1633,1.0127
,,,,,,,,,Junior,,,,,,Yes,,,Very High,,,,,,,,,3,8,41,49,0.1633,1.0127
,,,,,,,,High,,Research Scientist,,,,,,,,High,,,,,,,,,3,8,41,49,0.1633,1.0127
,,,,,,High,,,,Research Scientist,,,,,,Medium,,,,,,,,,,,3,8,41,49,0.1633,1.0127
,,,,,,,,,,,,,High,,,,,,,,,,New,New,,,3,8,41,49,0.1633,1.0127
,,,Near,,,,,Medium,,,,,,,,,,Very High,,,,,,,,,3,8,41,49,0.1633,1.0127
,,Research & Development,,,,Medium,,,,Laboratory Technician,,,,,,,,,,,,,,,,,3,8,41,49,0.1633,1.0127
,Travel_Rarely,,,,,Low,,,,,,,,,,,,,,Senior,,,,,,,3,8,41,49,0.1633,1.0127
,Travel_Rarely,,,,,,,,Mid,,,,,,,,,,,,,,Senior,,,,3,16,82,98,0.1633,1.0127
,,,,Bachelor,,,,,,,,Divorced,,,,,,,,,,,Mid,,,,3,8,41,49,0.1633,1.0127
,,,,,,,,,,,,,High,,,,,,,,,,New,,,,2,8,41,49,0.1633,1.0127
Mid,,Sales,,,,,,,,,,,,,,,,,,,,,,,Recent,,3,24,123,147,0.1633,1.0127
,,,Medium,,Medical,,,,,,,,,,,,Excellent,,,,,,,,,,3,24,123,147,0.1633,1.0127
,,,,,,,,,,,,Married,,Many,,Medium,,,,,,,,,,,3,8,41,49,0.1633,1.0127
,,,,,,Medium,Male,,,,,,,,,,,,,,,Medium,,,,,3,8,41,49,0.1633,1.0127
,,,Medium,,Medical,Very High,,,,,,,,,,,,,,,,,,,,,3,8,41,49,0.1633,1.0127
Mid,,,,,,,,,,,,Married,,,,,,,,,,,,New,,,3,24,123,147,0.1633,1.0127
,,,,Master,,,,,,,,Married,,,,,,,,,,,,,Mid,,3,8,41,49,0.1633,1.0127
,,,,,,Low,,,,,,,,,,,,,,,,,Senior,,,,2,16,82,98,0.1633,1.0127
,,,,,,,Male,,,,,,,,,,,Medium,,,Medium,,,,,,3,24,123,147,0.1633,1.0127
,,,,,,,,,,,,,High,,,,,,,,,,New,,,New,3,8,41,49,0.1633,1.0127
,,,Far,Master,,,,,,,,,,,,,,,,,,,,,Recent,,3,8,41,49,0.1633,1.0127
,,,,,,,,,Mid,,,,High,,,,,,,,,,,,Mid,,3,8,41,49,0.1633,1.0127
,,,,,,,Female,,,Sales Executive,,,Medium,,,,,,,,,,,,,,3,16,82,98,0.1633,1.0127
,,,,,,Medium,,,,Laboratory Technician,,,,,,,,,,,,,,,,,2,8,41,49,0.1633,1.0127
,,Research & Development,,,,,,Medium,,,,,,,,,,,,,High,,,,,,3,8,41,49,0.1633,1.0127
,,,,,,,,,,,,,,,,,,Low,,,,,Mid,,,New,3,8,41,49,0.1633,1.0127
,,,,,,,,,Junior,,,,,,,,,,No Stock,,High,,,,,,3,8,41,49,0.1633,1.0127
,,,,,,,,,,,,,,,,High,,Medium,,,,High,,,,,3,8,41,49,0.1633,1.0127
,,,,,,,,,,Research Scientist,,,,Few,,,,,,,,,Senior,,,,3,8,41,49,0.1633,1.0127
,,,,,,Medium,Male,,,,,,Low,,,,,,,,,,,,,,3,8,41,49,0.1633,1.0127
,,,,,,Very High,,,,,,,,,,Medium,,,No Stock,,,,,,,,3,16,82,98,0.1633,1.0127
,,,Near,,,,,,,,,,,,,,,Medium,No Stock,,,,,,,,3,8,41,49,0.1633,1.0127
,,,,BelowCollege,,,,,,,,,Medium,,,,,,,,,,,,Recent,,3,8,41,49,0.1633,1.0127
,,,Medium,,,,,,,,,,,,,,,,,,Medium,,,,,,2,55,282,337,0.1632,1.0123
,,,Near,,,,,,,,,,,,,Low,,,,,,,,,,,2,31,159,190,0.1632,1.012
,,,Near,,,,,,,,,,,,,Low,Excellent,,,,,,,,,,3,31,159,190,0.1632,1.012
,,,,,,Very High,,High,,,,,,Few,,,,,,,,,,,,,3,23,118,141,0.1631,1.0118
,,,,,,,,Medium,,,,,,,,,,,,,,High,,,,,2,38,195,233,0.1631,1.0116
,,,,,,,,High,,,High,,,Few,,,,,,,,,,,,,3,23,118,141,0.1631,1.0118
,,,,,,,,,,,,Married,,,,,,Low,,,,,,,,,2,23,118,141,0.1631,1.0118
,,,Medium,,Life Sciences,,,,,,,,,,,,,,,,,,,New,,,3,15,77,92,0.163,1.0113
,,,,,Medical,High,,,,,,,,,,,,,,,Medium,,,,,,3,15,77,92,0.163,1.0113
Mid,,,,,,,,,,,,,,,,,,,,,,,,,Recent,New,3,44,226,270,0.163,1.0108
,,,,,,,,,,Laboratory Technician,,,,,No,,,,,,Medium,,,,,,3,22,113,135,0.163,1.0108
,,Sales,,,,High,,,,,,,,,,,,,,,,,,,,,2,22,113,135,0.163,1.0108
,,,,,,,Male,,Junior,Sales Executive,,,,,,,,,,,,,,,,,3,22,113,135,0.163,1.0108
,,Research & Development,,,,,,,,,,Single,Medium,,,,,,,,,,,,,,3,22,113,135,0.163,1.0108
Mid,,,,,,,,,,,,,Medium,,,,,,No Stock,,,,,,,,3,30,154,184,0.163,1.0113
,,,,,,,,,,,High,,,,,,,Very High,,,Medium,,,,,,3,15,77,92,0.163,1.0113
,,Sales,,,,,,,,,,Married,,,,,,,,,,,,,,New,3,15,77,92,0.163,1.0113
,,,,,,,,,Entry,,,,,,No,,,,,,,Medium,,,,,3,15,77,92,0.163,1.0113
,,,,,,,Male,,,,,,,,No,,,,No Stock,,,,,,,,3,45,231,276,0.163,1.0113
,,,,,,,,,,,,,,,,,,High,,,Medium,,,,,,2,52,267,319,0.163,1.0111
Senior,Travel_Rarely,,,,,,,,,,,,,,,,,,,,,,Senior,,,,3,15,77,92,0.163,1.0113
,,,,,,,,,,Research Scientist,,,,,,,,,,,,High,,,,New,3,15,77,92,0.163,1.0113
,Travel_Rarely,,,,,,,,Entry,,,Married,,,,,,,,,,,,,,,3,29,149,178,0.1629,1.0105
,,,,,,,,,,,,Married,,,,,,,,,,,,New,Recent,,3,36,185,221,0.1629,1.0104
,Travel_Rarely,,,,,,,,,,,,,,,,,,,Mid,,,,New,,,3,36,185,221,0.1629,1.0104
,,,,,,,,,,,,,,Few,,High,,,,,,,,,,,2,29,149,178,0.1629,1.0105
,,,,,Medical,,,,,Laboratory Technician,,,,,,,,,,,,,Mid,,,,3,7,36,43,0.1628,1.0097
,,,,,,,,Very High,,,,,,,,,,,,,Medium,,,New,,,3,7,36,43,0.1628,1.0097
,Travel_Rarely,,Near,,,,,,,,,,,,,,,,,,,,,New,,,3,35,180,215,0.1628,1.0097
Mid,,,,,,Very High,,,,,,,,,,,,,,,,,,,Long,,3,7,36,43,0.1628,1.0097
,,,,Master,,,,,,Sales Executive,,,,,,,,,,,,,,Established,,,3,7,36,43,0.1628,1.0097
,Travel_Frequently,,,,,Very High,,,,,,,,,,Medium,,,,,,,,,,,3,7,36,43,0.1628,1.0097
,,,,,,,,,,,,Divorced,,,,,,,Low,,,,New,,,,3,7,36,43,0.1628,1.0097
Young,,,,,,,,,,,,,,,,,,,,,,High,,,Mid,,3,7,36,43,0.1628,1.0097
,,,,,Life Sciences,Very High,,,,,,,,,,,,,,,,,,New,,,3,14,72,86,0.1628,1.0097
,Travel_Frequently,,,,,,,,,,,,,Few,,,,,,,,,,,Mid,,3,7,36,43,0.1628,1.0097
,,,,,Technical Degree,,,,,,,,,,,,,,,Mid,,High,,,,,3,7,36,43,0.1628,1.0097
,,,,,,,,,,,Very High,Single,,,,Medium,,,,,,,,,,,3,14,72,86,0.1628,1.0097
,,,,,,,Female,,,,,,,,,,Excellent,,,,,Very High,,,,,3,7,36,43,0.1628,1.0097
,,,,,,,,,,,High,,,,Yes,,,,,,,,Senior,,,,3,7,36,43,0.1628,1.0097
Mid,,,,,,,,,,,,,Medium,,,,,,,Junior,,,,,,,3,7,36,43,0.1628,1.0097
,,,,,,,,,,,,,,,,,,,,,,,,,Long,,1,35,180,215,0.1628,1.0097
,,,,,,,Male,,,,,,,,,,,,,,,Very High,,,,New,3,7,36,43,0.1628,1.0097
,,,,,,,,,,Research Scientist,,,,,,,,,,,,Medium,,,,New,3,7,36,43,0.1628,1.0097
,,,,,,,,,,,,,,,,,,Low,Low,,,,,,,New,3,7,36,43,0.1628,1.0097
,,,,,Life Sciences,,,High,,,,,,,,,,,,,,,,,,New,3,28,144,172,0.1628,1.0097
,,,,,,,Female,Medium,,,,,,,,High,,,,,,,,,,,3,7,36,43,0.1628,1.0097
,Travel_Rarely,,,,,,,,Mid,,,Single,,,,,,,,,,,,,,,3,7,36,43,0.1628,1.0097
,,,,,,,,,,Sales Executive,,,,,,High,,,,,Medium,,,,,,3,7,36,43,0.1628,1.0097
,,,,,Life Sciences,,,,,,,,,,,,,Low,,,,,Senior,,,,3,7,36,43,0.1628,1.0097
,,,,,Medical,,,,,,,,,,,,,,,,,,,New,,Mid,3,7,36,43,0.1628,1.0097
,,Sales,,,,,Female,,,,,,,,,High,,,,,,,,,,,3,7,36,43,0.1628,1.0097
,,,,,,,,,Entry,,,,,,,,,High,,,,,Mid,,,,3,14,72,86,0.1628,1.0097
,,,,,,High,,,,,,,,,,,,,No Stock,,,,,,Mid,,3,7,36,43,0.1628,1.0097
,,,,,,,,,,,,,Medium,,,,Outstanding,,,,,,Senior,,,,3,7,36,43,0.1628,1.0097
,,,,,,,Female,,,,,Divorced,,,Yes,,,,,,,,,,,,3,7,36,43,0.1628,1.0097
,,,Far,,Life Sciences,,,,,,,,,,,,,,,,,High,,,,,3,14,72,86,0.1628,1.0097
,,,,,,High,,,,Research Scientist,,,,,,,,,,,,,Mid,,,,3,7,36,43,0.1628,1.0097
,,,Medium,,,,,,,,,,,,,,,,Low,Junior,,,,,,,3,7,36,43,0.1628,1.0097
,,,,College,Medical,,,,,,,Married,,,,,,,,,,,,,,,3,7,36,43,0.1628,1.0097
Mid,,,,,,,,,,,Low,,High,,,,,,,,,,,,,,3,7,36,43,0.1628,1.0097
,,,Near,,,,,,,,,,High,,Yes,,,,,,,,,,,,3,7,36,43,0.1628,1.0097
,,,,,Medical,Low,,,,,,,,,,,,,,Mid,,,,,,,3,7,36,43,0.1628,1.0097
,,,,,,,,,,,,,,,No,,,Medium,,,,,New,,,,3,7,36,43,0.1628,1.0097
,,,Near,College,,,,,,,,,,,,,,,,,Medium,,,,,,3,14,72,86,0.1628,1.0097
,,Research & Development,,College,,,,,,,,,,,,,,,,Junior,,,,,,,3,7,36,43,0.1628,1.0097
,,,,,,Medium,,,,Laboratory Technician,,,,,,,Excellent,,,,,,,,,,3,7,36,43,0.1628,1.0097
Young,,,,,,,,,,,,Divorced,,,,,,,Low,,,,,,,,3,7,36,43,0.1628,1.0097
,,,,,,,,,,,,Married,,Many,,,Excellent,,,,,,,,,,3,14,72,86,0.1628,1.0097
,Travel_Frequently,,,Bachelor,,,,,,,,,Medium,,,,,,,,,,,,,,3,7,36,43,0.1628,1.0097
,,,,,,Very High,,,,,,Married,,,,,,Very High,,,,,,,,,3,7,36,43,0.1628,1.0097
,,,Near,,,,,,,,,,,,,,,,,,,,New,,Mid,,3,7,36,43,0.1628,1.0097
,,,,,,,,,,,,Married,,,,,,,,Junior,,High,,,,,3,14,72,86,0.1628,1.0097
,,,,,,,,,,,,,Medium,,,,,,,,,,,,Long,,2,14,72,86,0.1628,1.0097
Young,Travel_Rarely,,,,,,,,,,,,,,,,Outstanding,,,,,,,,,,3,7,36,43,0.1628,1.0097
,,,,,,High,,,,,,Single,,,,,,,,,,,Senior,,,,3,7,36,43,0.1628,1.0097
,,,Near,,Life Sciences,,,,,,Medium,,,,,,,,,,,,,,,,3,7,36,43,0.1628,1.0097
,,,,Bachelor,,,,,,,Very High,,,,,,,,,,,Medium,,,,,3,7,36,43,0.1628,1.0097
,,,,,Marketing,,,,,,,,,,,,,,,Mid,,,,,,Mid,3,7,36,43,0.1628,1.0097
,Travel_Rarely,,,,Life Sciences,,,,,,,,,,,,,Low,,,,,,,,,3,14,72,86,0.1628,1.0097
,,,,,,,,High,,,,Married,,,,,,,No Stock,,,,,,,,3,14,72,86,0.1628,1.0097
,,,,,,Medium,,,,,Medium,,,,,,,,,,Medium,,,,,,3,7,36,43,0.1628,1.0097
,,,Medium,,,,,,,,Low,,,,,,,,,,,,,,,Mid,3,7,36,43,0.1628,1.0097
,,,,,,Medium,,,Junior,,,,,,,,,,,,,,,New,,,3,7,36,43,0.1628,1.0097
Senior,,,,Master,Life Sciences,,,,,,,,,,,,,,,,,,,,,,3,7,36,43,0.1628,1.0097
,,,,Master,,,,,,,,Divorced,,,,,,,,,,,Mid,,,,3,7,36,43,0.1628,1.0097
,,,Medium,,Marketing,,,,,,,,,,No,,,,,,,,,,,,3,7,36,43,0.1628,1.0097
,,,,,,,,High,Mid,,,,,,,,,,,,Medium,,,,,,3,14,72,86,0.1628,1.0097
,,,,,Other,,Male,,,,,,,,,,Excellent,,,,,,,,,,3,7,36,43,0.1628,1.0097
,Travel_Rarely,,,,,,,,,,,,,,,,,Low,,,,,Mid,,,,3,14,72,86,0.1628,1.0097
,,,,,,,,,,Research Scientist,Medium,,,,,,Excellent,,,,,,,,,,3,7,36,43,0.1628,1.0097
,Non-Travel,,,,,,,,,,,,,,,,,,,,Medium,,,New,,,3,7,36,43,0.1628,1.0097
,,,,,,High,,,,,,,,,,Low,,High,,,,,,,,,3,7,36,43,0.1628,1.0097
,,,,,,,,Medium,,,,,,,,Medium,,,,,,,,,Mid,,3,7,36,43,0.1628,1.0097
Mid,,,,,,,,Medium,,,,,Low,,,,,,,,,,,,,,3,7,36,43,0.1628,1.0097
,,,Far,,,High,,,,,,,,,,,,,,,,,Mid,,,,3,7,36,43,0.1628,1.0097
,,,,,,,,,,,,Married,,,,,,,,,,Very High,,,Recent,,3,7,36,43,0.1628,1.0097
,,,,,,,,,,,Low,,,,,Medium,,,,,,,Senior,,,,3,7,36,43,0.1628,1.0097
,,,,,Life Sciences,,,,Entry,,,,,,,,,,,,,,,,Mid,,3,7,36,43,0.1628,1.0097
,,Research & Development,,,,,Female,,,,,Single,,,,,,,,,,,,,,,3,21,108,129,0.1628,1.0097
,,,,Master,,,,,,Laboratory Technician,,,,,,,,,,,Medium,,,,,,3,7,36,43,0.1628,1.0097
,,,Near,,,,,,,,Very High,,,,,,,,,,High,,,,,,3,7,36,43,0.1628,1.0097
,,,,College,Medical,,Female,,,,,,,,,,,,,,,,,,,,3,7,36,43,0.1628,1.0097
,,Sales,,,,,,,,,,,,,No,Medium,,,,,,,,,,,3,28,144,172,0.1628,1.0097
,,,,,,,,,,Sales Executive,,,,,,,,Low,,,,,,,Recent,,3,7,36,43,0.1628,1.0097
,,Sales,,,,,,,,,,,Medium,,,,,,,Junior,,,,,,,3,7,36,43,0.1628,1.0097
Young,,Research & Development,,,,,,,,,,,,,,,,,,Mid,,,,,,,3,21,108,129,0.1628,1.0097
,,,Far,Bachelor,,,,,,,,,,,,,,High,,,,,,,,,3,7,36,43,0.1628,1.0097
,,,,BelowCollege,,,,High,,,,,,,,,,,,Mid,,,,,,,3,7,36,43,0.1628,1.0097
,,,,College,,,Male,,,,,,,,,Medium,,,,,,,,,,,3,14,72,86,0.1628,1.0097
,,,,,,,,,Mid,,,,,,,,,High,,Mid,,,,,,,3,7,36,43,0.1628,1.0097
,,,,,,,,,,Research Scientist,,,,,,,,High,,Mid,,,,,,,3,7,36,43,0.1628,1.0097
,,,Near,,,,,,,,,,,,,,,,,,,High,,New,,,3,28,144,172,0.1628,1.0097
,,,,,,,,,,,,,,,,,,Low,,,,Medium,,,Recent,,3,7,36,43,0.1628,1.0097
,,,,,,,,Medium,,,,,,,No,,,High,,,,,,,,,3,14,72,86,0.1628,1.0097
,,,,,,,,,,,,,,Few,,Low,,,,Mid,,,,,,,3,21,108,129,0.1628,1.0097
,,,Medium,,,,,,,,,,,,No,,,,No Stock,,,,,,,,3,27,139,166,0.1627,1.0088
,,Research & Development,,,,,,,,Research Scientist,,,,,,,,,,,,High,,,,,3,27,139,166,0.1627,1.0088
,,Research & Development,,,,,,,,,,,,,,Medium,,,No Stock,,,,,,,,3,34,175,209,0.1627,1.009
,,,,,,,,,,,,,Medium,,,,,,,,,,,New,,New,3,34,175,209,0.1627,1.009
,,,,,,,,,,Research Scientist,,,,,,,,,,,,High,,,,,2,27,139,166,0.1627,1.0088
,,,,,,,,,,,,,,,No,Low,,,,,,,,,,New,3,20,103,123,0.1626,1.0085
,,,,,,,,,,Research Scientist,,,,,,,,,,,,,,,Recent,New,3,20,103,123,0.1626,1.0085
,,,,,,,,,,,Very High,,,,,,,,No Stock,,,,,,Recent,,3,20,103,123,0.1626,1.0085
,,,,,Life Sciences,,,,,,High,,,,,,,,,,,,,,Recent,,3,20,103,123,0.1626,1.0085
,,,,,Life Sciences,,,,,,High,,,,,,Excellent,,,,,,,,,,3,26,134,160,0.1625,1.0079
,,Research & Development,,,,,,,,Laboratory Technician,Very High,,,,,,,,,,,,,,,,3,13,67,80,0.1625,1.0079
,,,,,Medical,,Male,High,,,,,,,,,,,,,,,,,,,3,26,134,160,0.1625,1.0079
,,,,,Life Sciences,,Female,,,,,,,,,Low,,,,,,,,,,,3,13,67,80,0.1625,1.0079
,,,,,,,,,,Laboratory Technician,Very High,,,,,,,,,,,,,,,,2,13,67,80,0.1625,1.0079
,,,,,,Low,,,,,,,,Few,,,,,,Mid,,,,,,,3,13,67,80,0.1625,1.0079
,,Research & Development,,,,,,,,,,Married,,,,,,,,Junior,,,,,,,3,13,67,80,0.1625,1.0079
,,,,,Life Sciences,,,,,,,,,Few,,High,,,,,,,,,,,3,13,67,80,0.1625,1.0079
Mid,,,,,,,,,,,Low,,Medium,,,,,,,,,,,,,,3,13,67,80,0.1625,1.0079
,,Research & Development,,,,Low,,,,,,Married,,,,,,,,,,,,,,,3,13,67,80,0.1625,1.0079
,,,,,,Very High,,,,,,,,,,,,,,Mid,,,,New,,,3,13,67,80,0.1625,1.0079
,,,,,,,Male,,,,,,,,,,,,Low,,,,,New,,,3,26,134,160,0.1625,1.0079
,Travel_Rarely,,,,,Low,,,,,,,,,No,,,,,,,,,,,,3,26,134,160,0.1625,1.0079
,,,,,Life Sciences,,,,,,,,,,,,,,No Stock,,,,Senior,,,,3,13,67,80,0.1625,1.0079
,,,,,,,Male,,,,High,,,,,,,,,,,High,,,,,3,26,134,160,0.1625,1.0079
,,,,Bachelor,,,Male,,,,,,,,,,,,,,,High,,,,,3,32,165,197,0.1624,1.0075
,,,,,,,Female,,,,,,,Few,,,,,,,Medium,,,,,,3,38,196,234,0.1624,1.0072
,,,,College,,,Female,,,,,,,,,,,,,,,,,,,,2,19,98,117,0.1624,1.0072
,,,,Bachelor,,,Male,,,,,,,,,,,,,,,,,,,Mid,3,19,98,117,0.1624,1.0072
,,,,,Life Sciences,,,,,,,,,,,,,,,Mid,,,,New,,,3,19,98,117,0.1624,1.0072
,,,,,,,,Medium,,,,,,,,Medium,,,,,,High,,,,,3,19,98,117,0.1624,1.0072
,,,Far,,,,Male,,,,,,,,,,,,,Mid,,,,,,,3,19,98,117,0.1624,1.0072
,,,,,Medical,,,High,,,,,,,,,,,No Stock,,,,,,,,3,19,98,117,0.1624,1.0072
,,,,,,,,,,,,,,,,,,,,Mid,Medium,,,,,Mid,3,43,222,265,0.1623,1.0064
,,,,Bachelor,,,,,,,,,,Some,,,,,,,,,,,,,2,25,129,154,0.1623,1.0069
,,,,,,,Male,,,,,,,,,,,Very High,,,,,,,Recent,,3,25,129,154,0.1623,1.0069
Mid,Travel_Rarely,,,,,,,,,,,,,,,,,,,,,,,New,,,3,37,191,228,0.1623,1.0066
,,,,,,,,,,,,,Low,,No,Medium,,,,,,,,,,,3,25,129,154,0.1623,1.0069
,,,,,,,,,,,,,,,,,,,,,,,Senior,,Long,,2,31,160,191,0.1623,1.0067
,Travel_Rarely,,,,Medical,,,,,,,,,,,,,,,,,,,,,New,3,25,129,154,0.1623,1.0069
,,,,,,,,,,,,,,,,,Excellent,,,,Medium,,,,,,2,142,733,875,0.1623,1.0066
,,,,,,,,,,,,,,,,Medium,,,,,,,,,Recent,,2,80,413,493,0.1623,1.0065
,,,,,,,,,,,,,,,,Medium,Excellent,,,,,,,,Recent,,3,80,413,493,0.1623,1.0065
,,,,,,Very High,,,,,,Married,,,,,,Low,,,,,,,,,3,6,31,37,0.1622,1.0058
,,,,,,,,,,,,,,Many,,,,,,,,High,,,,Mid,3,6,31,37,0.1622,1.0058
,,,,,,Very High,,,,Laboratory Technician,,Married,,,,,,,,,,,,,,,3,6,31,37,0.1622,1.0058
,,Research & Development,,,Technical Degree,,,,,,,,,,No,,,,,,,,,,,,3,12,62,74,0.1622,1.0058
,,,,,Technical Degree,,,,,,,,,,,,,,Low,,,,,,Recent,,3,6,31,37,0.1622,1.0058
,,,,,,Low,,,,,,Divorced,,,,,,,Low,,,,,,,,3,6,31,37,0.1622,1.0058
,,,,,,,,,,,,Divorced,,,,,,,High,,,High,,,,,3,6,31,37,0.1622,1.0058
,,,,,,,,,,Research Scientist,,,,,,,,,,,,High,,,Recent,,3,18,93,111,0.1622,1.0058
,,,,,,,,,,Research Scientist,,,,,,,,,,,,High,,,Mid,,3,6,31,37,0.1622,1.0058
,,,,BelowCollege,,,Male,,,,,,,,,,,Very High,,,,,,,,,3,6,31,37,0.1622,1.0058
,,,,,,Medium,,,,,,,,,,High,,,,,Medium,,,,,,3,6,31,37,0.1622,1.0058
,,,Medium,Bachelor,Medical,,,,,,,,,,,,,,,,,,,,,,3,12,62,74,0.1622,1.0058
,,,,,Medical,,Male,,Mid,,,,,,,,,,,,,,,,,,3,6,31,37,0.1622,1.0058
,,,,,Marketing,,,,,Sales Executive,,,,,,,,,,,,High,,,,,3,12,62,74,0.1622,1.0058
,,,,,,,,,,,,,,,,High,,,,,High,,,,Recent,,3,6,31,37,0.1622,1.0058
,,Research & Development,,,,High,,,,,,,,,,,,,,,,Medium,,,,,3,12,62,74,0.1622,1.0058
Young,,,,,Life Sciences,,,,,,,,,,,,,,,,,Medium,,,,,3,6,31,37,0.1622,1.0058
Young,,,,,,,,,,,,,Medium,,,,Excellent,,,,,,,,,,3,24,124,148,0.1622,1.0058
,,,,Bachelor,,,,Medium,,,,,,,,,,Very High,,,,,,,,,3,6,31,37,0.1622,1.0058
,,,,,,,,,,,,,,,,,,High,Low,Junior,,,,,,,3,6,31,37,0.1622,1.0058
,,,,,,,,,,,Medium,,,,,,,,,Mid,,Medium,,,,,3,6,31,37,0.1622,1.0058
,,,,,,,,,,,,,,Some,Yes,,,,,,,,,Established,,,3,6,31,37,0.1622,1.0058
Young,,,,,,,,,,,,,,,No,Medium,,,,,,,,,,,3,24,124,148,0.1622,1.0058
,,,,,,,,,,,,,,,,High,,,,,High,High,,,,,3,6,31,37,0.1622,1.0058
,,Sales,,,,,,,,,Very High,,,,,Medium,,,,,,,,,,,3,12,62,74,0.1622,1.0058
,,,,,,,,,,,,,,Many,,,,,,,Medium,,Mid,,,,3,12,62,74,0.1622,1.0058
,,Sales,,,Medical,,,,,,,,,,,,,,,,,,Senior,,,,3,6,31,37,0.1622,1.0058
,,,,,,,,,,,,,,Few,,,,,,,High,,,Established,,,3,12,62,74,0.1622,1.0058
,,,,,Technical Degree,,,,,,,,Medium,,,,,,,,,,,,Recent,,3,6,31,37,0.1622,1.0058
,,,,,Medical,,,,,,,,Low,,,,,Very High,,,,,,,,,3,6,31,37,0.1622,1.0058
,,,,,,,,,,,,,High,,,Low,,,,,,Medium,,,,,3,6,31,37,0.1622,1.0058
,,,,,,Low,,,,,,,Medium,,,Low,,,,,,,,,,,3,6,31,37,0.1622,1.0058
,,,Medium,,,,,,,,,,,,No,,,,,,Low,,,,,,3,6,31,37,0.1622,1.0058
Mid,,,,,Life Sciences,,,,,,,,,,,,,,,,,Very High,,,,,3,6,31,37,0.1622,1.0058
,,,,,,Medium,,,,,,,,,,,,Very High,,,,,,,,New,3,6,31,37,0.1622,1.0058
,,,Near,,,,,,Mid,,,,,,,,,,,,,,,,,Mid,3,6,31,37,0.1622,1.0058
Mid,Travel_Rarely,,,,,,,,,,,,,,,,,Low,,,,,,,,,3,18,93,111,0.1622,1.0058
,,,,,,,,,,,,,,,,,,,Medium,,,High,,,,New,3,6,31,37,0.1622,1.0058
